year	crisis_name	source	category	text	label	confidence	how_to_improve	tweet_id_truncated
2013	Typhoon Yolanda in the Philippines	Media	Caution and advice	If you have family travelling abroad &amp; worry for their safety contact DFAT- ready to help. #Haiyan @thetodayshow http://t.co/â€¦	Is very CLEAR - easy to understand	0.7867	Who are DFAT?	3.99625198535594E+017
2013	Boston bombings in the USA	Media	Caution and advice	If you have info about those in the #bostonmarathon or looking for someone,please visit the Person Finder to add data ht ...	Is very CLEAR - easy to understand	0.4063		3.2390367517515E+017
2013	Alberta floods in Canada	Government	Caution and advice	if you live in an evacuated area, here's where you can go get your mail: http://t.co/cGxMYBk5Rs  #yycflood	Is very CLEAR - easy to understand	0.5972	i wouldn't|Living in evacuated are? Get your mail here - http://t.co/cGxMYBk5Rs #yycflood	3.49228786266538E+017
2013	Colorado floods in the USA	Government	Caution and advice	If you lost important documents in the flood, we have resources to help replace them: http://t.co/nWBFmVJzWC #boulderflood	Is very CLEAR - easy to understand	0.8132		3.81956181205713E+017
2012	Philipinnes floods	NGOs	Caution and advice	If you need any help please use the hashtag #RescuePH. RT please!	Needs slight IMPROVEMENT to be clear	0.587	great	2.32793460208435E+017
2013	Australia bushfires	Media	Caution and advice	If you're in #Sydney get #bushfire #nswfires updates on @702sydney and @NSWRFS and listen to our live stream: http://t.coâ€¦	Is very CLEAR - easy to understand	0.8133		3.90710872248566E+017
2013	Queensland floods in Australia	Government	Caution and advice	In QLD's Criminal Code, stealing by looting (s398, subs 13) carries a max penalty of 10 years' jail #bigwet #qldfloods http://t.co/PvNLj00d	Is very CLEAR - easy to understand	0.8		2.96118118265262E+017
2013	Colorado floods in the USA	Government	Sympathy and support	In the aftermath of #COflood, dealing with difficult emotions can be tough, but you are not alone! Call Helpline 24/7 at 1â€¦	Is very CLEAR - easy to understand	0.5957	Difficulty coping emotionally with floods - Call Helpline 24/7 at|wellsville	3.8307417712246E+017
2013	Manila floods in the Philippines	Media	Caution and advice	In times like this, people should know how to follow protocol for rescue purposes. @rapplerdotcom #MaringPH	Is very CLEAR - easy to understand	0.802	People should follow rescue protocol in times of emergency	3.69260241105326E+017
2012	Typhoon Pablo in the Philippines 	Media	Caution and advice	Intense rains and thunderstorms in malaybalay, bukidnon as #PabloPH nears. No power in area. @cebudailynews	Is very CLEAR - easy to understand	0.8		2.75797919137939E+017
2013	Queensland floods in Australia	Media	Caution and advice	IPSWICH: Flood prediction maps now online &amp; available at: http://t.co/soiyBOS5 #bigwet #qldfloods http://t.co/jDlHJVsf	Is very CLEAR - easy to understand	1	great	2.95471880880665E+017
2012	Typhoon Pablo in the Philippines 	Media	Caution and advice	It's going be a rainy week for Davao. #PabloPH http://t.co/XnObb62J	Is very CLEAR - easy to understand	1		2.7579777656515E+017
2013	Manila floods in the Philippines	Media	Caution and advice	JUST IN: #MaringPH, nasa labas na ng PAR ngayong 7AM - PAGASA |via @DZMMTeleRadyo - KASO UMUULAN PA RIN. Hay buhay.	Is very CLEAR - easy to understand	0.7917		3.69980788974322E+017
2013	Manila floods in the Philippines 	Media	Caution and advice	JUST IN: Isang bagong LPA, na-monitor ng PAGASA at posibleng magpatagal sa Bagyong #MaringPH. | via @inangreina	Is very UNCLEAR - hard to understand	1	Tweet needs to be in english|Needs to be in English.	3.69280994538295E+017
2012	Typhoon Pablo in the Philippines 	Media	Caution and advice	Keep this open for constant updates! LIVE: Typhoon Bopha / Pablo Updates http://t.co/qxR3f7sa via @rapplerdotcom	Is very CLEAR - easy to understand	1		2.75217511362994E+017
2013	Queensland floods in Australia	Government	Caution and advice	Keep up-to-date with the 2 Severe Weather Warnings current for Qld. #bigwet #tornado http://t.co/7DIJumMV	Is very CLEAR - easy to understand	1		2.95076387386192E+017
2012	Colorado wildfires in the USA	Media	Caution and advice	Kyle Clark has reported that it is raining over the Flagstaff Fire. Letâ€™s hear some cheers for Colorado rain! Let... http://t ...	Is very CLEAR - easy to understand	1	great	2.18086892393087E+017
2013	Los Angeles airport shootings in the USA	Government	Caution and advice	LA Mayor @ericgarcetti advises situation safe for those in #LAX airport; flights continuing to land, but requests people not tâ€¦	Is very CLEAR - easy to understand	0.8359		3.96351338738483E+017
2013	Queensland floods in Australia	Media	Caution and advice	Latest flood warning from the BOM for the Condamine http://t.co/xqpC3tze #bigwet	Is very CLEAR - easy to understand	0.6571		2.97869231809262E+017
2012	Typhoon Pablo in the Philippines 	Media	Caution and advice	Latest position and track of #PabloPH http://t.co/KBN2vo65	Needs slight IMPROVEMENT to be clear	0.6111	I do not understand	2.77330454934327E+017
2013	Australia bushfires	Media	Caution and advice	LetYouKnow: Australia fire threat 'averted': Australian fire officials say the threat t... http://t.co/Qeeq7wdJqb http://t.co/vUoOtrbQ1f	Is very CLEAR - easy to understand	0.5888	great	3.92945853272314E+017
2013	Queensland floods in Australia	Media	Caution and advice	Live coverage: SE Qld on flood alert - ABC Online: http://t.co/KzizYnK4.auLive coverage: SE Qld on flood alertABC... http://t.co/ISCcbNw9	Is very CLEAR - easy to understand	0.8229		2.94890223207338E+017
2013	Australia bushfires	Media	Caution and advice	Live: Firefighters preparing for unparalleled fire emergency in NSW - http://t.co/APIlb1aj9C via http://t.co/lGRV2BVqpC	Needs slight IMPROVEMENT to be clear	0.7957		3.91895217864864E+017
2012	Typhoon Pablo in the Philippines	Media	Caution and advice	LIVE: Typhoon Bopha / Pablo Updates http://t.co/qxR3f7sa via @rapplerdotcom	Is very CLEAR - easy to understand	0.7707	For live Typhoon Bopha / Pablo Updates go to http://t.co/qxR3f7sa	2.75398264914858E+017
2013	Queensland floods in Australia	Media	Caution and advice	Make sure your workers have the correct PPE for cleaning up after flooding. #bigwet http://t.co/YYtE3IF4	Needs slight IMPROVEMENT to be clear	0.5276	Make sure your workers have the correct Personal protective equipment  for cleaning up after flooding. #bigwet http://t.co/YYtE3IF4|make sure workers have correct personal protective equipment for cleaning up after flooding.|wellsville	2.9611791693867E+017
2013	Alberta floods in Canada	Government	Caution and advice	Manitoba issues flood warning for The Pas. Saskatchewan River to rise as Alberta flood waters move east http://t.co/qfSQGZZâ€¦	Is very CLEAR - easy to understand	0.6122		3.48329087112184E+017
2013	Queensland floods in Australia	Media	Caution and advice	MAP: New Bureau of Meteorology projection for rainfall across Australia Day Long Weekend #bigwet http://t.co/Vg35sGd2	Is very CLEAR - easy to understand	1		2.94225799316373E+017
2013	Manila floods in the Philippines	Media	Caution and advice	Marikina River nasa Alert Level 4 n (Force Evacuation)  #PrayForThePhilippines #Habagat #FloodPH Keep Safe Everyone!	Is very CLEAR - easy to understand	0.5957	Marikina River - Alert Level 4 (Force Evacuation)	3.69716640088216E+017
2013	Queensland floods in Australia	Media	Caution and advice	Massive flooding ahead for Queensland &amp; parts of The UK.	Is very CLEAR - easy to understand	1		2.95432802567082E+017
2013	Australia bushfires	Government	Caution and advice	Maybe we will use our Fires Near Me phone app, not American TV networks for fire information. #nswrfs #nswfires http://t.co/jAXâ€¦	Is very CLEAR - easy to understand	0.6146		3.93506245866295E+017
2012	Philipinnes floods	Media	Caution and advice	Mayor Junjun Binay suspends classes in Makati, all levels, public and private, Thursday, Aug 9 #floodsPH	Is very CLEAR - easy to understand	0.6111		2.33123744867037E+017
2013	Australia bushfires	Government	Caution and advice	Media release - Total fire bans until further notice - http://t.co/m2Tt0lWYZr #NSWRFS #nswfires	Is very CLEAR - easy to understand	1		3.91440525980492E+017
2012	Philipinnes floods	Media	Caution and advice	Metro Manila flood updates: NLEX is now North Luzon Express River . PLS RT AND SPREAD. http://t.co/XVrliaME	Is very CLEAR - easy to understand	0.8061		2.32746320409006E+017
2013	Manila floods in the Philippines 	Media	Caution and advice	Metro Manila will experience monsoon rains which may trigger flash floods and landslides.#MaringPH #Habagat #PanahonTV	Is very CLEAR - easy to understand	1		3.69946290831913E+017
2013	Colorado floods in the USA	Government	Caution and advice	Mold is the scourge of flood cleanup. This 8-pg brochure can truly help: http://t.co/VhBHqJBDvq #COflood	Is very CLEAR - easy to understand	1		3.81798995460248E+017
2012	Philipinnes floods	Media	Caution and advice	Monsoon Rain Floods Manila - http://t.co/y7WNZwPL	Is very CLEAR - easy to understand	0.7978		2.3328553592857E+017
2013	Manila floods in the Philippines 	Media	Caution and advice	Monsoon rains to continue despite #MaringPH's departure from PAR http://t.co/XtG6ef1c5n	Is very CLEAR - easy to understand	0.794		3.70088771351364E+017
2013	Queensland floods in Australia	Media	Caution and advice	More news on our #NCCARF report RT: @ozmining News: Queensland mines were not ready for floods http://t.co/h3xrd0bG ...	Is very UNCLEAR - hard to understand	0.4289	queensland mines were not ready for floods	2.94649323357102E+017
2013	Colorado floods in the USA	Government	Donations and volunteering	MT @MVFireRescue Water distribution to start at 8am tomorrow. 3561 Stagecoach Rd #Longmont (MVFR's new admin bldg). #Longmontflood #coflood	Is very CLEAR - easy to understand	0.5971	MT @MVFireRescue: Water distribution to start at 8am tomorrow. 3561 Stagecoach Rd #Longmont (Mountain View Fire Rescue's new admin bldg). #Longmontflood #coflood	3.79447492498059E+017
2012	Typhoon Pablo in the Philippines	NGOs	Caution and advice	NASA - Super Typhoon Bopha: http://t.co/mkzgbUil	Is very CLEAR - easy to understand	0.8198		2.76224907682136E+017
2013	Typhoon Yolanda in the Philippines	Media	Caution and advice	NatSit: Yolanda expected to be out of Philippine Area of Responsibility by Saturday, Nov. 9. #YolandaPH | via @ANCALERTS	Is very CLEAR - easy to understand	1		3.9874980952107E+017
2012	Typhoon Pablo in the Philippines	Media	Caution and advice	NDRMCC, naka-red alert na para sa posibleng epekto ng Bagyong #PabloPH #UnangHirit	Is very UNCLEAR - hard to understand	0.9523	wellsville|not in english	2.75362978235298E+017
2012	Typhoon Pablo in the Philippines	Media	Caution and advice	NDRMCC, naka-red alert na para sa posibleng epekto ng Bagyong #PabloPH #UnangHirit	Is very UNCLEAR - hard to understand	1	not English|not in english|I don't speak this language so I can't say whether or not this tweet is clear.|I don't speak this language and therefore can't determine if this tweet is clear or not.|Use one language|Don't know what they are saying|great|Not in English|Needs to be in English.|Needs to be in English.|What is NDRMCC	2.75362978235298E+017
2012	Typhoon Pablo in the Philippines	Media	Caution and advice	NDRMCC, naka-red alert na para sa posibleng epekto ng Bagyong #PabloPH #UnangHirit	Is very UNCLEAR - hard to understand	1	Not in English|Not English	2.75362978235298E+017
2013	Typhoon Yolanda in the Philippines	Government	Caution and advice	NDRRMC report on government response to #YolandaPH, as of 6am of November 18: http://t.co/HBbptRqDE5	Needs slight IMPROVEMENT to be clear	0.5833		4.02315605463687E+017
2012	Typhoon Pablo in the Philippines	Government	Caution and advice	NDRRMC Update SitRep No. 26 re Effects of Typhoon PABLO (BOPHA) as of 13 December 2012. 10:00AM. http://t.co/G8MHAWrq	Is very UNCLEAR - hard to understand	0.8618		2.79071816696361E+017
2012	Typhoon Pablo in the Philippines	Government	Caution and advice	NDRRMC Update SitRep No. 26 re Effects of Typhoon PABLO (BOPHA) as of 13 December 2012. 10:00AM. http://t.co/G8MHAWrq	Is very UNCLEAR - hard to understand	0.9539	wellsville	2.79071816696361E+017
2012	Typhoon Pablo in the Philippines	Government	Caution and advice	NDRRMC Update SitRep No. 26 re Effects of Typhoon PABLO (BOPHA) as of 13 December 2012. 10:00AM. http://t.co/G8MHAWrq	Is very UNCLEAR - hard to understand	1		2.79071816696361E+017
2012	Typhoon Pablo in the Philippines	Media	Caution and advice	NDRRMC: No confirmed casualties yet from landslide reported in Compostela Valley. #PabloPH	Is very CLEAR - easy to understand	0.8151		2.75855943164649E+017
2013	Queensland floods in Australia	NGOs	Caution and advice	Need info on Emergency Assistance after #bigwet &amp; #qldfloods? Call the Community Recovery Hotline 1800 173349 or che ...	Is very CLEAR - easy to understand	0.6192	Need info on Emergency Assistance after Queensland floods? Call the Community Recovery Hotline 1800 173349 or che ...#bigwet #qldfloods|Need info on Emergency Assistance after #bigwet & Queensland floods #qldfloods? Call the Community Recovery Hotline 1800 173349 or che ...	2.96544620274401E+017
2012	Philipinnes floods	Media	Caution and advice	Netizens can now #rescuePH via Googledocs http://t.co/SUQDg6C8 via @rapplerdotcom. Let's avoid duplications.	Needs slight IMPROVEMENT to be clear	0.5955	The word "netizens" is silly. Also, "Let's avoid duplications" is a somewhat unclear statement that could be better explained--maybe "Search names before adding to avoid duplications" (I haven't checked the characters so that might be too long).	2.32735268413772E+017
2012	Colorado wildfires in the USA	Media	Caution and advice	New 200-300 acre fire burning in Boulder, Colo. prompts evacuations #FlagstaffFire http://t.co/xaGkym1Z	Is very CLEAR - easy to understand	0.7917	wellsville	2.17757136225174E+017
2012	Colorado wildfires in the USA	Media	Caution and advice	New Boulder Fire Prompts Mandatory Evacuations: A fire that erupted in Boulder County Tuesday afternoon -- being... http://t.co/acBWzBV2	Is very CLEAR - easy to understand	0.8061		2.17821179057152E+017
2013	Typhoon Yolanda in the Philippines	Government	Caution and advice	NEW detailed imagery of Super #Typhoon #Haiyan's eye: http://t.co/MYjOBdNzTu @NOAASatellites #SuomiNPP #Philippines http://t.co/mâ€¦	Is very CLEAR - easy to understand	1		3.98554862473843E+017
2013	Queensland floods in Australia	Media	Caution and advice	New England Highway from Warwick - Toowoomba not yet open. Road still needs inspection. #bigwet	Needs slight IMPROVEMENT to be clear	0.4167	wellsville	2.96062078182113E+017
2013	Alberta floods in Canada	Media	Caution and advice	New warnings #abflood victims about price gouging and fake charities. @cgoomansingh reports: http://t.co/ETaEW7J26U	Is very CLEAR - easy to understand	0.6492		3.50036110082187E+017
2013	New York train crash in the USA	Media	Caution and advice	New York City commuters warned of delays following derailment - (Reuters) - Commuters from New York City's... http://t.co/3s5hmEGJ9N	Is very CLEAR - easy to understand	0.8132		4.09334949376848E+017
2013	New York train crash in the USA	Media	Caution and advice	New Yorkâ€™s Train Derailment is a Reminder of the Importance of Sleep Health Policy - @HarvardBiz http://t.co/GxHKAoOi4E	Is very CLEAR - easy to understand	1		4.08894681657774E+017
2013	New York train crash in the USA	Media	Caution and advice	New Yorkâ€™s Train Derailment is a Reminder of the Importance of Sleep Health Policy http://t.co/vDEigXLUhn	Is very CLEAR - easy to understand	1		4.08689303363916E+017
2013	New York train crash in the USA	Media	Caution and advice	Newsday: Family center established for NYC train derailment http://t.co/WFF6UIcu2d #nyc	Is very CLEAR - easy to understand	1	great	4.07249948284305E+017
2013	Singapore haze	Media	Caution and advice	NewsInSG: Haze approaches 'unhealthy' level in Singapore: Singapore's haze situation worsened on Mo... http://t.co/ukVmx2QJQD #Singapore	Is very CLEAR - easy to understand	0.8054	"Haze approaches 'unhealthy' level in Singapore http://t.co/ukVmx2QJQD #Singapore"	3.46517055471755E+017
2012	Philipinnes floods	Government	Caution and advice	NUMBER CODING ADVISORY: Lifted for tomorrow (Aug. 9, 2012) includes MAKATI RT @MakatiTraffic #floodsPH #rescuePH #PrayforthePH	Is very UNCLEAR - hard to understand	0.6914	wellsville	2.33151972507804E+017
2013	Manila floods in the Philippines	Media	Caution and advice	Office of Civil Defense-NCR: Per MMDA flood control info, 50-60% of Metro Manila flooded.	Needs slight IMPROVEMENT to be clear	0.8341		3.696471237021E+017
2013	Manila floods in the Philippines	Media	Caution and advice	Office of Civil Defense-NCR: Per MMDA flood control info, 50-60% of Metro Manila flooded.	Needs slight IMPROVEMENT to be clear	0.9071	i wouldn't|Office of Civil Defense - 50-60% of Metro Manila flooded|Office of Civil Defense-National Capital Region: Per Metropolitan Manila Development Authority flood control info, 50-60% of Metro Manila flooded.|Office of Civil Defense (NCR): Per MMDA (Metropolitan Manila Development Authority) flood control info, 50-60% of Metro Manila flooded.	3.696471237021E+017
2013	Manila floods in the Philippines	Media	Caution and advice	Office of Civil Defense-NCR: Per MMDA flood control info, 50-60% of Metro Manila flooded.	Needs slight IMPROVEMENT to be clear	1	Office of Civil Defense - 50-60% of Metro Manila flooded|Office of Civil Defense- National Capital Region: Per Metropolitan Manila Development Authority  flood control info, 50-60% of Metro Manila flooded.	3.696471237021E+017
2013	West Texas explosion in the USA	Media	Caution and advice	Officials are saying to please be careful of groups collecting money for West, Texas relief. Fake charities and... http: ...	Is very CLEAR - easy to understand	0.8172		3.24748156338336E+017
2013	Australia bushfires	Media	Caution and advice	Officials: At least 57 bush fires rage in Australia; state of emergency declared http://t.co/s7scPbUAod	Is very CLEAR - easy to understand	0.9175	i wouldn't|state of emergency declared - 57 bush fires in Australia	3.91894131561087E+017
2013	Australia bushfires	Media	Caution and advice	Officials: At least 57 bush fires rage in Australia; state of emergency declared http://t.co/s7scPbUAod	Is very CLEAR - easy to understand	0.6122		3.91908207658287E+017
2013	Australia bushfires	Media	Caution and advice	One bushfire 300km (186 miles) wide, Victoria's fire chief tells BBC World News, as he sends 100 firefighters to NSW http://tâ€¦	Is very CLEAR - easy to understand	0.6211	wellsville	3.9220366279091E+017
2012	Colorado wildfires in the USA	Government	Caution and advice	Open water swim at the reservoir cancelled tomorrow (6/27) due to smoke in the area. #FlagstaffFire	Is very CLEAR - easy to understand	1		2.17804296966779E+017
2012	Colorado wildfires in the USA	NGOs	Caution and advice	Our joint venture Western Lands &amp; Communities @sonoraninst has produced guide to managing the impacts of #wildfire  http://t.co/lSik8sEr	Is very CLEAR - easy to understand	1		2.18440061157511E+017
2012	Typhoon Pablo in the Philippines	Media	Caution and advice	Pablo' has regained typhoon strength hours after being downgraded to a tropical storm #PabloPH	Is very CLEAR - easy to understand	0.7927		2.76633747460325E+017
2012	Typhoon Pablo in the Philippines 	Government	Caution and advice	PAG-ASA: Typhoon PABLO has maintained its strength and is now heading towards Surigao Provinces.	Is very CLEAR - easy to understand	1		2.75447799611539E+017
2013	Manila floods in the Philippines 	Media	Caution and advice	PAGASA 11pm bulletin: Tropical Storm Maring has intensified as it remains almost stationary #MaringPH	Is very CLEAR - easy to understand	0.8286		3.69474771387298E+017
2013	Manila floods in the Philippines	Media	Caution and advice	PAGASA 12:20pm: YELLOW advisory for Metro Manila. Moderate-heavy rains in next 3 hours, possible floods in low-lying areas	Is very CLEAR - easy to understand	0.5838		3.68967734542864E+017
2012	Philipinnes floods	Media	Caution and advice	PAGASA 5pm advisory: Green warning for Metro Manila. Heavy-intense rains in next 3 hrs. Threat of floods in low-lying are ...	Is very CLEAR - easy to understand	0.6264		2.32406757945786E+017
2013	Manila floods in the Philippines	Media	Caution and advice	PAGASA 6pm: YELLOW advisory for Metro Manila. Moderate-heavy rains to continue in next 3 hours, floods possible. | via @ANCâ€¦	Is very CLEAR - easy to understand	0.5937		3.69042078577091E+017
2012	Philipinnes floods	Media	Caution and advice	PAGASA 9pm advisory: RED warning for Metro Manila. Heavy-intense rains in next 3 hrs. Floods in low-lying areas, near rivers.	Is very CLEAR - easy to understand	0.7907		2.32465335587074E+017
2012	Philipinnes floods	Government	Caution and advice	PAGASA 9pm advisory: RED warning for Metro Manila. Heavy-intense rains in next 3 hrs. Floods in low-lying areas, near rivers. #TVDPHFamily	Is very CLEAR - easy to understand	1		2.32502610396074E+017
2013	Manila floods in the Philippines 	Government	Caution and advice	PAGASA issues YELLOW RAINFALL WARNING as of 1:30PM. Moderate to heavy rains are expected. #MaringPH #habagat	Is very CLEAR - easy to understand	1		3.70057074979242E+017
2013	Manila floods in the Philippines 	Government	Caution and advice	PAGASA raises red rainfall warning, the highest rainfall alert, over Metro Manila. Expect torrential rains, flood in low-lyiâ€¦	Is very CLEAR - easy to understand	0.8054	This is pretty clear up until the point where it cuts off.	3.69087058293187E+017
2013	Manila floods in the Philippines 	Government	Caution and advice	PAGASA, 7:30 pm: Heavy to intense rains expected over Metro Manila and nearby provinces for the next three hours. Floodâ€¦	Is very CLEAR - easy to understand	1		3.69790757663539E+017
2013	Manila floods in the Philippines 	Government	Caution and advice	PAGASA: #MaringPH posibleng lumabas na ng Philippine Area of Responsibility Miyerkules ng hapon	Is very UNCLEAR - hard to understand	1	not English|I don't speak this language and therefore can't determine if this tweet is clear or not.	3.69755781350306E+017
2012	Typhoon Pablo in the Philippines 	Media	Caution and advice	PAGASA: #PabloPH, isa na lamang low pressure area (LPA) | via Dexter Ganibe	Needs slight IMPROVEMENT to be clear	0.4309	Not in English|It switches languages and isn't clear if it's a translation or a sudden change.|Not all in English	2.7770299719313E+017
2013	Typhoon Yolanda in the Philippines	Government	Caution and advice	PAGASA: Metro Manila will experience the worst of #YolandaPH 5pm or 6pm tonight when typhoon reaches Mindoro.	Is very CLEAR - easy to understand	1		3.98705551212683E+017
2013	Manila floods in the Philippines	Government	Caution and advice	PAGASA: Red Rainfall Warning No. 6 Weather System: Southwest Monsoon (#Habagat) enhanced by  Tropical Storm... http://t.co/Mâ€¦	Is very CLEAR - easy to understand	0.4105		3.69089159635284E+017
2013	Bohol earthquake in the Philippines	Government	Caution and advice	PAGASA: THUNDERSTORM ADVISORY No.11 #VPRSD 1:30PM (21OCT'13) Expect thunderstorm over #Bohol(Dagohoy, Pilar) an... http://t.co/pcKKJI02x1	Needs slight IMPROVEMENT to be clear	0.5841	PAGASA: THUNDERSTORM ADVISORY No.11 #VPRSD 1:30PM (21OCT'13) Expect thunderstorm over Bohol area (Dagohoy, Pilar)  #Bohol http://t.co/pcKKJI02x1|great	3.92163317806272E+017
2012	Typhoon Pablo in the Philippines 	Media	Caution and advice	PAGASA: Typhoon Bopha may hit Northern Mindanao on Tuesday.	Is very CLEAR - easy to understand	0.8111		2.75078768001946E+017
2012	Typhoon Pablo in the Philippines 	Government	Caution and advice	PAGASA: Typhoon Pablo last spotted at 110km northwest of Roxas, Northern Palawan... http://t.co/KsrLIkWk	Is very CLEAR - easy to understand	0.7889		2.76254741787443E+017
2012	Typhoon Pablo in the Philippines	Government	Caution and advice	PAGASA: Typhoon Pablo maintains strength as it moves west northwest at 15kph #PabloPH	Is very CLEAR - easy to understand	0.8132		2.76250706875396E+017
2013	Manila floods in the Philippines 	Government	Caution and advice	PAGASA's color coded warning signals. #weatheralert #floodPH #bedweather #maringPH #PAGASA #walangpasok http://t.co/yO9PRGz5MB	Is very UNCLEAR - hard to understand	0.4111	To many hash tags not enough info|There is no real information here.  What are the warning signals?|huh	3.69580585263829E+017
2012	Typhoon Pablo in the Philippines 	Media	Caution and advice	Palauâ€™s Jellyfish Lake Closed Until Further Notice Following Typhoon Bopha | Oceania Television Netw http://t.co/RDpaiHFy	Is very CLEAR - easy to understand	1		2.76292486299804E+017
2012	Philipinnes floods	Media	Caution and advice	People needing help may text @RescuePH at 09051456217 | 09293510068 | 09323608563. Please retweet. #RescuePH | via @pcdspo	Needs slight IMPROVEMENT to be clear	0.7817	Say it's to do with the floods.|What is PH?	2.33287150756573E+017
2012	Philipinnes floods	Media	Caution and advice	Philippine capital hit by floods: Flooding caused by torrential rain paralyses parts of Manila, forcing tens of ... http://t.co/lPB2COtW	Is very CLEAR - easy to understand	0.8046	"Philippine capital hit by floods [link]" and maybe a hashtag would be better.	2.32708580057416E+017
2012	Typhoon Pablo in the Philippines 	Media	Caution and advice	Philippines: #Bopha/#Pablo storm signal no. 3 up over 13 areas http://t.co/383ImRzQ	Needs slight IMPROVEMENT to be clear	0.792	Explain what signal 3 means|great	2.75607627768144E+017
2013	Typhoon Yolanda in the Philippines	Media	Caution and advice	Photo: Typhoon Haiyan, as seen from space by @AstroKarenN http://t.co/DWnks2lod8	Is very CLEAR - easy to understand	0.8359		3.99153330922201E+017
2013	Australia bushfires	Media	Caution and advice	Plane fighting Australia fires crashes as cooler weather eases threat http://t.co/wH0nJNa1je via @reuters	Is very CLEAR - easy to understand	0.8132		3.93234371072635E+017
2013	Alberta floods in Canada	Government	Caution and advice	Please note, Quarry park is flooded and we are not allowing people into that community #yycflood	Is very CLEAR - easy to understand	0.7888		3.48145020072759E+017
2013	Colorado floods in the USA	Media	Caution and advice	Please read &amp; share @MarkUdall's resources for #COflood victims: http://t.co/PBzMytLfYe	Needs slight IMPROVEMENT to be clear	0.6102	Please read & share @MarkUdall's resources for Colorado flood victims: http://t.co/PBzMytLfYe #COflood|Please read & share @MarkUdall's resources for Colorado flood victims: http://t.co/PBzMytLfYe  #COflood|Resources are being made available for #COflood victims -  http://t.co/PBzMytLfYe	3.79806956946338E+017
2012	Colorado wildfires in the USA	Government	Caution and advice	Please RT - evacuees from the #FlagstaffFire can call the Emergency Operations Center at 303-413-7730 for fire &amp ...	Is very CLEAR - easy to understand	0.4063		2.17847003386872E+017
2013	Alberta floods in Canada	Government	Caution and advice	Please RT widely @nenshi - The City asks that Calgarians LIMIT WATE USE as much as possible. Thank you. #yyc #yycflood	Needs slight IMPROVEMENT to be clear	0.568	What is Wate USe?	3.48287685137408E+017
2013	Alberta floods in Canada	Government	Caution and advice	Please RT widely @nenshi - The City asks that Calgarians LIMIT WATER USE as much as possible. Thank you. #yyc #yycfloodâ€	Needs slight IMPROVEMENT to be clear	0.4063		3.48276276630528E+017
2013	Alberta floods in Canada	Media	Caution and advice	Please share: #yyc water still very safe to drink, but please conserve http://t.co/jnSZNDF5xt #yycflood	Is very CLEAR - easy to understand	0.5048	write out words in full|water safe to drink + please conserve water - please retweet #yyc http://t.co/jnSZNDF5xt #yycflood	3.48246358647509E+017
2013	Alberta floods in Canada	Media	Caution and advice	Please stay clear of downtown tomorrow (if you can). There will be a number of road closures. #yycflood #yyc	Is very CLEAR - easy to understand	0.6111	where|Explain what "yyc" is.	3.47954099536413E+017
2013	Alberta floods in Canada	Government	Caution and advice	Please stay clear of downtown tomorrow (if you can). There will be a number of road closures. #yycflood #yyc	Is very CLEAR - easy to understand	0.8178	Name the roads	3.47934264676979E+017
2013	Alberta floods in Canada	Government	Caution and advice	Please stay clear of downtown tomorrow (if you can). There will be a number of road closures. #yycflood #yyc	Is very CLEAR - easy to understand	0.6945	Please stay clear of downtown Alberta tomorrow (if you can). There will be a number of road closures. #yycflood #yyc|which roads	3.47936533795447E+017
2013	Queensland floods in Australia	Government	Caution and advice	Police are asking people not to sight see in flooded areas and only use the roads if necessary. #bigwet	Is very CLEAR - easy to understand	0.8292	Police are asking people not to sightsee in flooded areas and only use the roads if necessary	2.95701913272451E+017
2013	Queensland floods in Australia	Media	Caution and advice	Police: Fast stream rises are continuing across the Baffle Creek catchment. Major flooding is rising at Mim... http://t.co/DlWcSq0c #qld	Is very CLEAR - easy to understand	0.8378	Police update - fast stream rises across Baffle Creek catchment and major flooding.|wellsville	2.9512015495682E+017
2013	Typhoon Yolanda in the Philippines	Media	Caution and advice	Powerful storm heads for Philippines: Authorities in the Philippines brace for the arrival of Typhoon Haiyan, ... http://t.co/JEsjjINbab	Is very CLEAR - easy to understand	0.814	Typhoon Haiyan heads for Philippines.	3.98341703767048E+017
2013	Typhoon Yolanda in the Philippines	Media	Caution and advice	Powerful typhoon slams into Philippines http://t.co/67Hb68FKso	Is very CLEAR - easy to understand	1		3.98670419751735E+017
2012	Colorado wildfires in the USA	Government	Caution and advice	Pre-evacuation notice for part Glacier View CR74E, S &amp; E of McNay Hill. Hewlett Gulch Road, Deer Meadow Way, Gordon Creek Lane #HighParkFire	Is very CLEAR - easy to understand	0.5994	This mostly makes sense, except for the "CR74E" part. I don't know what that means.	2.12552097219101E+017
2012	Colorado wildfires in the USA	Media	Caution and advice	Pre-evacuation notice for the city of #Boulder http://t.co/dwzKlbok #flagstafffire	Is very CLEAR - easy to understand	0.8519	why	2.17751033483493E+017
2013	Singapore haze	Media	Caution and advice	PSI in Singapore is 117 as of 7pm. MAP shows #SGHaze situation in relation to forest fires in Indonesia http://t.co/jDâ€¦	Is very CLEAR - easy to understand	0.4194	What is PSI?	3.46589038129582E+017
2013	Queensland floods in Australia	Media	Caution and advice	Qld coastal cities face a 1 in 100 year flood. Haven't had one of them for at least 3 years. But as you were - no climate ...	Is very CLEAR - easy to understand	0.4167		2.94981885501796E+017
